Source,Target
500,C432.1
500,C432.1
500,H512
500,F451.5.1.19
500,D981.1
500,C430
500,H521.1
500,C821
500,F381.1
500,1295
500,1578
500,2699
219H*,J1061.1
591,N421
591,D1412.2
591,D851
591,D1605.1
591,D1605.1
591,D1171.1
591,10
591,244
591,280
591,421
591,868
591,876
591,1685
591,1823
591,1987
591,2433
591,2747
1831,424
1831,1337
1831,2468
1337,J1742
1574,The_Clever_Man_1525_AI1639
1574,The_Clever_Man_1525_AI1639
1574,J1401
1895,X1112
1895,X1112
1895,524
1895,710
1895,2112
1566**,The_Clever_Man_1525_AI1639
1566**,K478
1566**,K478
1545*,The_Clever_Man_1525_AI1639
1158,J2131.4.1
1203,J2422
1203,J2422
1585,The_Clever_Man_1525_AI1639
1585,K1655
1585,K1655
1585,366
1585,633
1585,845
1585,1189
1585,1233
1585,1850
275A,Other_Animals_and_Objects_220_AI299
275A,K11.3
275A,K11.2
974,Other_Realistic_Tales_970_AI999
974,Other_Realistic_Tales_970_AI999
974,N681
428,K511
428,K978
428,H1010
428,B435.3
428,D113.1
428,F985.1
298,Other_Animals_and_Objects_220_AI299
298,L351
1368,J229.10
1368,J1442.13
774F,God_Rewards_and_Punishes_750_AI779
401,H1222
401,1709
401,1786
401,1787
401,1844
401,1976
401,1999
401,2115
401,2309
401,2667
1562A,The_Clever_Man_1525_AI1639
1562A,J1269.12
1562A,438
1562A,690
1562A,1394
1562A,1864
1562A,1943
1562A,2013
1562A,2099
1562A,2240
1562A,2404
1562A,2697
1562A,2809
1562A,2862
752B,God_Rewards_and_Punishes_750_AI779
752B,J755.1
752B,J755.1
752B,1314
285A*,Other_Animals_and_Objects_220_AI299
158,B831
158,B831
844*,K1465
1346A*,J2712.2
965*,Robbers_and_Murderers_950_AI969
965*,Robbers_and_Murderers_950_AI969
965*,H13.2.7
965*,K413
965*,H13.2.4
Other_Realistic_Tales_970_AI999,981
Other_Realistic_Tales_970_AI999,981
Other_Realistic_Tales_970_AI999,992A
Other_Realistic_Tales_970_AI999,992A
The_Clever_Man_1525_AI1639,1536B
The_Clever_Man_1525_AI1639,1525C
The_Clever_Man_1525_AI1639,1572B*
The_Clever_Man_1525_AI1639,1545B
The_Clever_Man_1525_AI1639,1638*
The_Clever_Man_1525_AI1639,1562C*
The_Clever_Man_1525_AI1639,1639*
The_Clever_Man_1525_AI1639,1639*
The_Clever_Man_1525_AI1639,1545A*
The_Clever_Man_1525_AI1639,1545A*
The_Clever_Man_1525_AI1639,1533A
The_Clever_Man_1525_AI1639,1572L*
The_Clever_Man_1525_AI1639,1595
The_Clever_Man_1525_AI1639,1595
The_Clever_Man_1525_AI1639,1585*
The_Clever_Man_1525_AI1639,1577**
The_Clever_Man_1525_AI1639,1577**
The_Clever_Man_1525_AI1639,1536A
The_Clever_Man_1525_AI1639,1525L*
The_Clever_Man_1525_AI1639,1526A**
The_Clever_Man_1525_AI1639,1545
The_Clever_Man_1525_AI1639,1564*
The_Clever_Man_1525_AI1639,1525
The_Clever_Man_1525_AI1639,1635*
The_Clever_Man_1525_AI1639,1634*
The_Clever_Man_1525_AI1639,1530*
The_Clever_Man_1525_AI1639,1530*
The_Clever_Man_1525_AI1639,1539A*
The_Clever_Man_1525_AI1639,1529
The_Clever_Man_1525_AI1639,1578*
The_Clever_Man_1525_AI1639,1578*
1698G,X111.6
1698G,X111.7
1698G,1574
1960F,X1031
1960F,X1031.1.1
280,Other_Animals_and_Objects_220_AI299
280,A2251.1
280,A2251.1
282C*,Other_Animals_and_Objects_220_AI299
282C*,J2137.1
462,K511
462,S438
462,L71
462,S435
462,G264
462,G369.1.5
462,G72.2
462,G405
1225,J2381
1225,J2381
1052,Partnership_between_Man_and_Ogre_1030_AI1059
1052,Partnership_between_Man_and_Ogre_1030_AI1059
1052,K71
1052,K71
1052,267
1052,729
1052,1239
1052,1511
1052,1753
1052,1890
1052,1898
1052,2124
1052,2142
1052,2173
1052,2373
1052,2375
1052,2447
1052,2540
1052,2625
560C*,571C
560C*,571C
366,E235.4.4
366,G60
366,E235.4.2
366,E235.4.2
366,E235.4.1
366,E235.4.1
366,E235.4
366,E236.1
366,Z13.1
366,E235.4.3
366,247
366,2522
1431,J1448
900,L113.1.0.1
900,H331
900,H181
900,H181
900,T45
900,T45
900,K1816.0.3
900,K1816.0.3
900,T72.2.1
900,T251.2
900,T251.2
900,H461
900,H461
900,Q483
900,Q483
900,K1361
900,K1361
900,K1817.1
900,K1817.1
900,H311
900,T62
900,T62
900,L431
900,L431
900,T76
900,T76
900,H465
900,H465
900,H551
900,K1341.1
900,K1817.3
900,K1818.3
900,25
900,62
900,230
900,261
900,472
900,500
900,1092
900,1151
900,1224
900,1521
900,1565
900,1607
900,1644
900,1830
900,2034
900,2321
900,2465
900,2842
1889,X900
1889,1778
1536B,K1551.1
1536B,N320
1536B,K2322
1536B,197
1536B,312
1536B,508
1536B,677
1536B,1081
1536B,1192
1536B,1412
1536B,1450
1536B,1691
1536B,2193
1536B,2531
449,K1535
449,D682.3
449,D151.8
449,D141
123B,K828.1
123B,K934
761,God_Rewards_and_Punishes_750_AI779
761,Q584.2
1833B,X435.2
1833B,X435.2
1848,J2466.1
1090,F488.2
1090,K42.2
1090,K42.2
1090,1062
1090,1508
1090,1792
328A,B103.2.1
328A,F54.2
328A,F54.2
328A,G532
328A,D1601.18
328A,G84
1525C,K341.11
1525C,K341.11
1525C,K341.6
1525C,K341.3
1525C,740
248A*,223
934C,N121.2
1182A,K183
920C*,Clever_Acts_and_Words_920_AI929
916,Good_Precepts_910_AI919
916,N342.1
916,B331.3
1832T*,J2713
885A,1745
939,C930
939,C50
47B,K1121
47B,2287
465,H931.1
465,H931.1
465,H1335
465,H911
465,B642
465,H1023.3
465,H1211
465,T11.2
465,H1233.2.1
465,2148
434,D641
434,K1825.1.4
434,H1346.1
1545B,K1327
1545B,877
1545B,1013
1545B,1123
1545B,1453
1545B,1865
1545B,1903
298C*,Other_Animals_and_Objects_220_AI299
298C*,J832
819*,The_Devil_810_AI826
819*,The_Devil_810_AI826
1638*,A1674.1
234,A2241.5
234,A2241.5
1137,K521.1
1137,K521.1
1137,G100
1137,G100
1137,F531.1.1.1
1137,K603
1137,K603
1137,K1010
1137,D1612.2.1
1137,F512.1.1
1137,K1011
1137,685
838,Q586
838,Q586
1931,J2349.4
1931,J2349.4
1931,X908
1931,1604
1178,H1094.1
1178,G303.16.19.3
1178,2132
1030*,Partnership_between_Man_and_Ogre_1030_AI1059
1312,J1753
433,D191
433,B646.1
1276,J2164.2
1276,J2164.2
1276,J2164.1
1276,J2164.1
905A*,T251.2.4
1877*,X1854.1
1877*,X1854.1
431,D731
431,L54
431,L50
431,D93
431,33
405,D683.2
405,D150
76,W154.3
76,W154.3
1833C,X435.3
1833C,X435.3
1346,J2483
1036,Partnership_between_Man_and_Ogre_1030_AI1059
1036,Partnership_between_Man_and_Ogre_1030_AI1059
1036,K171.4
1036,K171.4
1036,729
921C*,Clever_Acts_and_Words_920_AI929
921C*,Clever_Acts_and_Words_920_AI929
921C*,L144.2
650A,K1422
650A,F613.4
650A,F613.3
650A,F611.2.1
650A,K1411
650A,K1421
650A,F615.3.1
650A,F613
650A,F514.2
650A,F615.2.3
650A,F613.1
650A,H1272
650A,F615.1
650A,F611.1.14
650A,F611.3.1
650A,F611.1.15
650A,F615
650A,F611.1.1
650A,F614.6
650A,F611.1.12
650A,F612.1
650A,F612.3.1
650A,T516
650A,F611.2.3
650A,B631
650A,F80
650A,F613.2
650A,F611.1.11
650A,H931
650A,F615.3.1.1
650A,F611.1.13
650A,F614.1
650A,K172
650A,73
650A,154
650A,178
650A,272
650A,406
650A,539
650A,593
650A,611
650A,613
650A,695
650A,746
650A,795
650A,801
650A,819
650A,884
650A,1014
650A,1027
650A,1140
650A,1344
650A,1349
650A,1741
650A,1919
650A,1963
650A,1970
650A,2036
650A,2238
650A,2382
650A,2388
650A,2434
650A,2680
650A,2760
650A,2856
511,F512.2.1.1
511,F512.1
511,D1461
511,S31
511,E323.2
511,K1911
511,L50
511,E611.2
511,S12
511,D950
511,N774.2
511,B184.2.2
511,D1648.1.1
511,L52
511,E611.4
511,1408
511,1978
511,2539
1045,1046
1045,1046
1045,K1744
1045,454
1045,729
1045,1753
1262,J1945
1262,J1191.7
1430,J2060.1
1430,J2060.1
1430,J2060
1430,J2060
1430,J2061.1.1
1430,J2061.2
1430,J2061
1430,J2061.1
1430,J2061.1.2
1430,J1713
1430,1781
1430,2802
1642A,J1151.2
6*,K561.1
480,D1658.1.5
480,H1192
480,N777.4
480,N825.2
480,N825.3
480,L55
480,K1911
480,H1023.3
480,K1911.1.2
480,L50
480,G532
480,G244
480,H1386.3
480,F451
480,N777.3
480,D1658.1.2
480,H1226.3
480,F92.1
480,D1658.1.3
480,F234.2
480,D1658.1.4
480,G219.9
480,H580.1
480,N792
480,C337
480,H1461
480,N825.3.2
480,H1537.1
480,N777.1
480,F441.2.1
480,J229.3
480,C811.1
480,F133.5
480,Q62
480,C982
480,A289.1
480,L210
480,H1226.4
480,160
480,381
480,667
480,764
480,1125
480,1193
480,1194
480,1296
480,1387
480,1507
480,1536
480,1554
480,1601
480,1618
480,1621
480,1828
480,1845
480,1917
480,1996
480,2091
480,2092
480,2163
480,2168
480,2211
480,2292
480,2349
480,2360
480,2410
480,2521
480,2745
480,2845
650B,F531.5.11
650B,J2631
891C*,K2110
1479**,1476A
1479**,V123
285E,Other_Animals_and_Objects_220_AI299
285E,Other_Animals_and_Objects_220_AI299
285E,J552.3
1177*,H1023.12
981,J151.1
923A,Clever_Acts_and_Words_920_AI929
923A,Clever_Acts_and_Words_920_AI929
923A,H592.1.1
923A,H592.1.1
837,N332.1
837,N332.1
325,D612
325,H62.1
325,C837
325,H161
325,D615.2
325,D722
325,L142.2
325,D671
325,D1721
325,D610
325,D1711
325,D1719.1
325,D100
325,172
325,503
325,920
325,921
325,977
325,998
325,999
325,1051
325,1191
325,1365
325,1385
325,1489
325,1527
325,1625
325,1665
325,1696
325,1733
325,1835
325,1863
325,1872
325,2209
325,2701
325,2755
325,2860
131,J427
1739,The_Clergyman_Is_Tricked_1725_AI1774
1739,The_Clergyman_Is_Tricked_1725_AI1774
1739,J2321.1
1739,J2321.1
1739,292
1739,329
1739,798
1739,892
1739,984
1739,1210
1739,1218
1739,1496
1739,1865
1739,2059
1739,2141
1739,2181
1739,2218
1739,2319
1739,2340
1739,2448
1739,2646
1739,2844
1739,2892
2028,Z33.3
2028,Z33.4
2028,Z33.2
2028,2
2028,158
2028,379
2028,567
2028,571
2028,843
2028,849
2028,879
2028,904
2028,996
2028,1310
2028,1756
2028,1784
2028,1909
2028,1988
2028,2048
2028,2190
2028,2264
2028,2446
2028,2847
2028,2918
Partnership_between_Man_and_Ogre_1030_AI1059,TALES_OF_THE_STUPID_OGRE_(GIANT__DEVIL)_(1000_AI1199)
Partnership_between_Man_and_Ogre_1030_AI1059,1030
1533A,J1242.1
1533A,1783
1533A,2723
958K*,Robbers_and_Murderers_950_AI969
958K*,Robbers_and_Murderers_950_AI969
1682**,J1914.2
1468,H261
461,H1291
461,D642
461,P413.1.1
461,P413.1.1
461,G530.1
461,G530.1
461,A1111
461,H1292
461,H1292
461,Q521.5
461,Q521.5
461,H1273.2
461,H1273.2
461,M312.1
461,M312
461,G532
461,G303.4.1.8.2
461,H1284
461,H1243
461,F17
461,H1292.7
461,H1292.6
461,P443
461,H105.4.1
461,H1292.4
461,H1292.8
461,H1510
461,H544
461,H1292.4.1
461,H1292.3
461,H631
461,H636
461,H1292.2
461,H1292.9
461,H1292.1
461,H1292.5
461,136
461,137
461,150
461,258
461,262
461,273
461,316
461,422
461,513
461,515
461,522
461,573
461,686
461,852
461,1037
461,1054
461,1154
461,1321
461,1398
461,1447
461,1481
461,1701
461,1731
461,1817
461,1860
461,1945
461,2090
461,2147
35B*,K1115.1
1288,J2021
1288,J2021
1182,K223
1182,K223
1182,109
1182,2317
1331A*,J1748
1674*,J2175.1
1960E,X1030
1960E,X1030.1
1425,K1363.1
1425,1882
1425,2464
1391,H451
1391,K1569.7
1391,D1610.6.1
1391,1030
1391,1708
110,J671.1
110,J671.1
667,S142
667,F440
667,K1932
667,K1935
667,R142
667,D630.1
667,248
879A,The_Woman_Marries_the_Prince_870_AI879
879A,The_Woman_Marries_the_Prince_870_AI879
879A,H1194.0.1
910B,J21.7
910B,J21.11
910B,156
910B,330
910B,437
910B,624
910B,752
910B,1102
910B,1305
910B,1351
910B,1405
910B,1543
910B,1560
910B,1624
910B,2198
910B,2418
244**,B282.22.1
1341D,K1054
930*,K1811.1
1920F*,X1215.9
1140,K331.1
Chains_Involving_a_Death_(with_Animal_Actors)_2021-2024,2022
Chains_Involving_a_Death_(with_Animal_Actors)_2021-2024,2023
Chains_Involving_a_Death_(with_Animal_Actors)_2021-2024,2023
152,J2211
152,K1013.3
2,K1021
2,284
217,K264.2
217,J1908.1
217,J1908.1
1030,K171.1
1030,K171.1
1030,K170.1
1030,86
1030,127
1030,402
1030,656
1030,878
1030,909
1030,1674
1030,2563
1030,2565
1030,2626
1030,2643
1030,2734
1030,2867
1738,The_Clergyman_Is_Tricked_1725_AI1774
1738,X438
1738,X438
1738,H797.2
1738,2223
1738,2482
136A*,M114
1006,Labor_Contract_1000_AI1029
1006,Labor_Contract_1000_AI1029
1006,K1442
1006,K1442
1006,75
1006,196
1006,267
1006,420
1006,775
1006,870
1006,1937
1006,1980
1006,2124
1006,2563
90,L391
90,L391
1130,K275
1130,K275
774B,God_Rewards_and_Punishes_750_AI779
1699B,J2496.2
1699B,X111.7
1699B,J1741.3.1
God_Rewards_and_Punishes_750_AI779,774A
God_Rewards_and_Punishes_750_AI779,759D
God_Rewards_and_Punishes_750_AI779,756A
God_Rewards_and_Punishes_750_AI779,756A
God_Rewards_and_Punishes_750_AI779,779J*
God_Rewards_and_Punishes_750_AI779,779J*
God_Rewards_and_Punishes_750_AI779,756C
God_Rewards_and_Punishes_750_AI779,756C
1875,X1133.3
1875,X1133.3
1875,K335.1.6
1875,X1200
1875,X900
1875,21
1875,96
1875,236
1875,657
1875,981
1875,1072
1875,1423
1875,1687
1875,1752
1875,2161
1875,2167
1875,2731
1875,2880
2019,Z31.1
2019,Z31.1
243,J953.7
The_Clergyman_Is_Tricked_1725_AI1774,1738D*
223,K1082.3
275B,Other_Animals_and_Objects_220_AI299
275B,K11.2
934D1,N121.3
934D1,K2371.2
934D1,K1811.0.2
1634D*,1634*
1634D*,1634*
285A,Other_Animals_and_Objects_220_AI299
285A,B103.0.4.1
285A,W185.6
285A,J15
285A,B335.1
1911A,X1721.1
1640,K71
1640,K71
1640,K1951.1
1640,K1951.1
1640,K1951.3
1640,K1951.3
1640,K1112
1640,K63
1640,K63
1640,K18.3
1640,K771
1640,K771
1640,K62
1640,K62
1640,K72
1640,K61
1640,K61
1640,K1951.2
1640,K1951.2
1640,K525.1
1640,K1082
1640,K1082
1640,K18.2
1640,H38.2.1
1640,H38.2.1
1640,K731
1640,K731
1640,J1115.4
1640,B13
1640,45
1640,157
1640,303
1640,722
1640,1703
1640,1893
1640,1912
1640,2010
1640,2037
1640,2153
1640,2160
1640,2365
1640,2741
430,C758.1
430,D693
430,D721.3
430,D721.3
430,B641.4
430,B641.4
430,D132.1
1319,J1772.1
1319,J1772.1
1319,1821
1962A,H1225
1962A,F531.3.4.1
1962A,X941.4
1962A,X941.3
1962A,X941.2
1962A,F531.6.8.3.3
2041,Z49.3
1281A,J1815
160,K735
1455,H384.1
1455,H384.1
49A,J1761.6
49A,K1023.1
49A,K1023.5
228,K910
228,L315.1
228,L315.1
228,J955.1.2.1
57,A2426.2.6
57,K334.1
57,K334.1
246,P414
246,J641.1
246,J641.1
901,H386
901,H386
901,N12
901,N12
901,T251.2
901,T251.2
901,L50
901,L50
901,65
901,140
901,385
901,470
901,700
901,975
901,1000
901,1002
901,1074
901,1445
901,1649
901,2075
901,2662
901,2843
901,2875
1317*,J1751
330,M211
330,D1193
330,Z111.2
330,Z111.2
330,D1413.1
330,D1413.1
330,D1412.1
330,D1412.1
330,K181
330,Q565
330,Q565
330,J2071
330,Q115
330,K213
330,K213
330,D1413.5
330,D1413.5
330,K2371.1.3
330,K2371.1.3
330,N221
330,G501
330,D950
330,A2817
330,D1151.1
330,K2371.1
330,D1472.1.22.1
330,57
330,103
330,175
330,252
330,544
330,598
330,599
330,639
330,728
330,860
330,898
330,902
330,932
330,992
330,1039
330,1162
330,1419
330,1520
330,1610
330,1628
330,1744
330,1785
330,1813
330,1824
330,1852
330,2105
330,2128
330,2231
330,2381
330,2390
330,2501
330,2756
1515,K1351
1515,K1351
1515,K1837
774A,E34
774A,E783.1
311B*,K526
1148,1328
73,K621
73,K621
Labor_Contract_1000_AI1029,TALES_OF_THE_STUPID_OGRE_(GIANT__DEVIL)_(1000_AI1199)
Labor_Contract_1000_AI1029,1006*
Labor_Contract_1000_AI1029,1006*
920B,Clever_Acts_and_Words_920_AI929
920B,J412.1
1785C,X411.3
1785C,X411.3
1821,J2498.2
1821,1654
1821,2459
276,Other_Animals_and_Objects_220_AI299
276,J1063.1
276,U121.1
1284A,K2013.1
726*,D1331.3.2
726*,D1246
1689,J2563
1689,J2563
1362A*,J2342
1362A*,J2342.2
1362A*,J1276.1
335,J1051
335,J1051
53,K2055
53,J864.2
1168C,K1841.3
810,The_Devil_810_AI826
810,The_Devil_810_AI826
810,M211
810,S211
810,M210
810,S241
810,S241
810,G303.16.19.15
810,D1381.11
810,D1381.11
810,K218.1
810,K218.1
810,D1272
810,136
810,137
810,1129
810,1816
810,1976
810,1982
810,1983
810,2016
810,2309
1839,1839A
700,F535.1.1
700,F535.1.1.1
700,F911.3.1
700,F913
700,K252
700,F911.3
700,T553
700,F915
700,F535.1.1.2
700,K565
700,P458
700,201
700,264
700,297
700,335
700,371
700,416
700,866
700,937
700,1156
1360B,J1155
1360B,K1271.1.4.1
1360B,K1271.1.4.1
1360B,398
1360B,702
1360B,982
1360B,1055
1360B,1493
1360B,1498
1360B,1544
1360B,1771
15,K401.1
15,K401.1
15,K372
15,K372
15,X111.11
15,2338
15,2581
15,2868
1355C,K1271.5
1355C,216
1355C,1752
1355C,2175
1355C,2397
1355C,2438
1355C,2463
1355C,2562
1355C,2864
1,K371.1
1,K341.2
1,K1026
1,K341.2.1
910,Good_Precepts_910_AI919
910,J21
910,J163.4
910,467
910,854
910,1024
910,1164
910,1342
910,1428
1845,N641
1845,J1513
1845,J1513.1
1845,J1513.1
1845,K115.1
1804B,J1551.10
1804B,J1172.2
1536A,K2321
1536A,K2151
1536A,5
1536A,141
1536A,263
1536A,288
1536A,357
1536A,588
1536A,766
1536A,851
1536A,922
1536A,986
1536A,1006
1536A,1056
1536A,1356
1536A,1460
1536A,1483
1536A,1541
1536A,1548
1536A,1689
1536A,1794
1536A,1807
1536A,2192
1536A,2247
1536A,2462
1536A,2567
1536A,2594
1187,K551.9
1187,E765.1.1
1187,109
35A*,K331
879,The_Woman_Marries_the_Prince_870_AI879
879,K1837
879,K525.1
879,H705.3
879,H702
879,1518
879,2878
1960G,F54.1
1960G,F54
1960G,F54
20A,K1024
20A,B296
1889A,X1124.1
1706D,X811
1706D,J1323
1706D,J2311
78A,K713.1.1
968,926
300A,T511.5.1
300A,B11.2.3.3
300A,B11.2.3.5
300A,D142
300A,B11.2.3
300A,B631
300A,D185.3
300A,B11.10.3
300A,B11.2.3.2
300A,F601
300A,N451
300A,B401
300A,B11.11
300A,F611.2.1
221,B236.1
221,B236.1
221,B242.1.2
221,B242.1.2
221,B236.0.1
221,B236.0.1
221,B236
221,K11.2
221,K910
221,B242
221,K25.1
221,K17.1.1
221,A2233.3
221,2756
1525L*,K341.21
1525L*,K341.20
554,554*
554,554B*
554,H982
554,H324
554,B582.2
554,B582.2
554,B571
554,B571
554,B548.2.2
554,H321
554,L10
554,H1132.1.1
554,H1091
554,B548.2.1
554,H1133.1
554,H1132.1.2
554,340
554,362
554,680
554,1087
1263,J2167
1263,J2167
720,B211.3
720,S121
720,S121
720,G61
720,G61
720,E30
720,E30
720,E610.1.1
720,E610.1.1
720,Q412
720,Q412
720,E607.1
720,E607.1
720,E613.0.1
720,E613.0.1
720,Z65.1
720,V63
720,962
720,970
720,1420
720,1502
720,1539
720,2014
720,2436
720,2640
720,2798
156,B382
156,B381
156,B381
156,2035
1407A,K1155
1407A,J1521.2
1407A,960
1910,X1216.1
1910,X1216.1
1545,K602
1545,387
1545,514
1545,929
1545,1736
1545,2135
1545,2136
1545,2249
1545,2339
1545,2455
1545,2458
1545,2696
1545,2891
1832M*,J2498.2
1468*,J2463.2
1776,K1271.1.4
1776,K1271.1.4
1776,K335
1776,1713
1935,X1505
1871F,J1303
1564*,K405.1
1564*,K405.1
1564*,K439.2
2022,Z32.2.1
2022,Z32.2
2022,32
1408,J2431
1408,J2431
1408,J1881.1.3
1408,J2132.2
1408,J2132.2
1408,J2176.1
1408,J2465.4
1408,586
1408,853
1408,1283
1408,1997
1408,2727
1408C,X1133.3
892,K2112.1
892,K2112.1
892,Q261
892,T320.1
892,104
892,315
892,507
892,600
892,897
892,1570
892,1608
892,1643
892,1760
892,1874
892,1984
892,2023
892,2047
892,2100
892,2246
892,2270
892,2740
80A*,J1451
80A*,B841.1
1488,X752
1488,X754
1046,K1745
955B*,Robbers_and_Murderers_950_AI969
955B*,Robbers_and_Murderers_950_AI969
756A,L435.1
756A,L435.1
756A,Q521.1
756A,Q521.1
756A,Q553.2
756A,Q553.2
756A,F971.1
1458,K1984.2
1458,K1984.2
1185,K221
1185,K221
1185,K170
1087,K14
1087,K14
1370B*,W111.3.5
425*,D700
425*,H1385.4
425*,T118
292,Other_Animals_and_Objects_220_AI299
292,Other_Animals_and_Objects_220_AI299
292,J512.8
875*,The_Woman_Marries_the_Prince_870_AI879
875*,The_Woman_Marries_the_Prince_870_AI879
875*,J1545.4
875*,J1545.4.1
739*,N251.6
801,Q312.1
801,F171.6.3
801,F13
801,F171.6.4
801,J1964
801,F171.6.1
801,F171.6.2
885,K1371.1
885,K1371.1
885,924
885,1075
885,1091
885,1120
885,1263
885,2372
1325A,J2104
1362,J1532.1
1362,J1532.1
1085,K61
1085,K61
670,B469.5
670,B491.1
670,T253.1
670,N451
670,C425
670,T252.2
670,B165.1
670,B217
670,T258.2
670,T252.3
50C,W121.2.1
779J*,C94.1.1
779J*,C631
1696,J2461.1.5
1696,J2461
1696,J2461
1696,J2461.2
1696,J2461.2
1696,J2461.1.6
1696,J2461.1.1
1696,J2129.4
1696,J2461.2.1
1696,249
1696,279
1696,286
1696,415
1696,585
1696,698
1696,699
1696,777
1696,806
1696,1066
1696,1266
1696,1279
1696,1599
1696,1973
1696,2071
1696,2656
1696,2742
1696,2774
2032,Z43
2032,Z43.1
2032,24
2032,307
2032,842
2032,928
2032,1334
2032,2488
2032,2619
2032,2810
2032,2863
2032,2872
2032,2903
1311,J1752
1311,J1752
1264*,J1875.2
1264*,J1875.2
162*,R311
Robbers_and_Murderers_950_AI969,960B
Robbers_and_Murderers_950_AI969,960B
1331D*,K1068.2
1341,J2091
1341,J1392.2.1
1892,X1241.2.2
1892,X1241.2.2
122H,K551.12
1525,H1151
1525,K301
1525,K301
1525,H915
1525,H1151.2
1525,H1151.3
1525,K301.1
1525,H1151.4
1525,K152
1525,116
1525,313
1525,317
1525,318
1525,361
1525,403
1525,409
1525,553
1525,559
1525,885
1525,915
1525,1688
1525,1705
1525,1762
1525,1857
1525,1900
1525,1940
1525,1967
1525,2003
1525,2201
1525,2230
1525,2500
1525,2525
1525,2569
1525,2645
1525,2758
1343*,N334.1
1889F,X1623.2.1
1288A,J2022
1288A,J2022
676,D1273
676,N512
676,D1552.2
676,N455.3
676,N478
676,F721.4
676,D932
676,L143
676,K414
676,14
676,1339
676,1705
676,1772
676,2157
1635*,K300
1635*,2628
1635*,2692
245*,J655.1
173,A1321
403B,H1023.3
403B,F451
403B,1230
403B,2417
104,K2323
104,B262
1641D,K1785
1641D,K1955.1.2
1641D,K1955.1
1530*,J2493
1530*,J2493
34A,J1791.4
960B,M348
960B,Q211.0.1
960B,Q552.2.1
1351G*,J1823
1351G*,J2495
1930,X1208.2
214*,J212.1
214*,L451.2
214*,L452.2
1295A*,J2171.6
1295A*,J2199.3
2335,Z19.2
2335,1240
1319*,J1765
1319*,J175
1319*,J177
1319*,J1750
1319*,J1766
554*,B463.1
1960H,X1061.1
1960H,X1061.1
585,D1337.1.7
585,H1311.2
585,D1484.1
585,D1485.1
585,D1186
585,D1181
585,H1381.3.1.2
585,D1185
305,K1935
305,D1500.1.7.3.3
305,669
1839A,N5
1839A,N5
1255,J1934
1390*,T255.5
1390*,T255.5
1272*,J2121
1272*,J2121
2023,Z32.3
The_Devil_810_AI826,815
The_Devil_810_AI826,815
129,J624.1
1291A,J1881.1.3
1380,K1553
1380,K1971.1
1380,J1701
1380,K1652
1380,2421
47A,A2211.2
47A,A2211.2
47A,A2342.1
47A,K1022.2
47A,K1047
47A,K1047
47A,K751
1529,K403
1529,K403
1529,148
1359B,K1561
1359B,429
322*,D1092
322*,C400
322*,D1814.2
322*,C331
322*,D1091
322*,F1068
322*,F754
2016,Z39.2
875,H631.3
875,H641.1
875,H1023.1.1
875,J1545.4
875,H561.1
875,J1191.1
875,H1022.1
875,H601
875,H373
875,H712
875,J1111.4
875,H561.1.2
875,H951
875,H1065
875,H1050
875,H633
875,H1053
875,H583.6
875,H1054
875,H1055
875,H632
875,H1051
875,H636.1
875,H631
875,H636
875,39
875,122
875,807
875,935
875,1086
875,1223
875,1268
875,1375
875,1417
875,1600
875,1789
875,1829
875,1873
875,2045
875,2154
875,2492
875,2592
935*,N171
935*,N171
2031,Z42
2031,L392
1288B,J2561
1163,G651
1163,G651
1163,2358
1163,2700
1699,J2496.2
1699,N275.2
1699,X111.7
1699,758
1353,G303.10.5
1353,G303.10.5
1353,K1085
1353,K1085
1353,K2293
756C,Q521.1.1
756C,Q521.1.2
756C,Q222.1
756C,V29.1
756C,V29.1
756C,Q545
756C,Q545
756C,Q211.1
756C,Q521.3
756C,Q521.3
756C,Q520.1
756C,Q520.1
756C,Q521.4
756C,Q521.4
756C,C55.2
756C,C55.2
756C,Q521.2
756C,Q521.2
756C,Q523.5
756C,Q523.5
756C,Q521.1
815,D1381.11
815,D1381.11
815,D1272
815,K218.1
1578*,K344.1
1578*,K344.1
855,H11
855,H11.1.1
855,H17
855,M341.1
1169,A1371.1
1169,E34
938,N121
938,N251
938,N251
938,J214
G303.4.5,G303.4.5.3
G303.4.5,G303.4.5.1
G303.4.5,G303.4.5.1
G303.4,G303.4.3
G303.4,G303.4.4
G303.4,G303.4.1
G303.4,G303.4.6
G303.4,G303.4.2
K2112,K2112.1
K2112,K2112.2
K2112,K2112.5
K,K1715
K,K1510
K,K1826
K,K1022
K,K2285
K,K606
K,K335
K,K2127
K,K2115
K,K1251
K,K1341
K,K1332
K,K511
K,K306
K,K1655
K,K434
K,K581
K,K978
K,K1818
K,K2345
K,K2055
K,K1241
K,K316
K,K83
K,K1371
K,K1346
K,K1935
K,K1227
K,K1911
K,K301
K,K1538
K,K911
K,K811
K,K347
K,K1828
K,K1951
K,K1112
K,K63
K,K771
K,K1082
K,K252
K,K2110
K,K2323
K,K1342
K,K1218
K,K558
K,K417
K,K113
K,K842
K,K2212
K,K359
K,K1094
K,K951
K,K1517
K,K2116
K,K941
K,K402
K,K261
K,K1252
K,K1581
K,K331
K,K1961
K,K583
K,K721
K,K521
K,K815
K,K1917
K,K258
K,K1361
K,K2321
K,K2151
K,K1546
K,K2314
K,K334
K,K439
K,K2061
K,K751
K,K1553
K,K1956
K,K1516
K,K522
K,K312
K,K421
K,K171
K,K1601
